ASBID,CATEGORY,PROPERTY,OBJECT,DATATYPE
MD0UIWO0,Schaden,S_VERAEND,0,
MD0UIWO0,Schaden,BEMERK1,0,text
MD0UIWO0,Schaden,BEMERK2,0,text
MD0UIWO0,Schaden,BEMERK3,0,text
MD0UIWO0,Schaden,BEMERK4,0,text
MD0UIWO0,Schaden,BEMERK5,0,text
MD0UIWO0,Schaden,BEMERK6,0,text
MD0UIWO0,Schaden,BWNR,B115,
MD0UIWO0,Schaden,TEIL_BWNR,0,
MD0UIWO0,Schaden,IBWNR,B115,
MD0UIWO0,Schaden,IDENT,MD0UIWO0,
MD0UIWO0,Schaden,AMT,533,text
MD0UIWO0,Schaden,PRUFJAHR_1,2019,year
MD0UIWO0,Schaden,PRA_1,H,
MD0UIWO0,Schaden,TEXT," mit freiliegender Bewehrung. 2 Stützenreihe, linke Stütze",text
MD0UIWO0,Schaden,PRUFJAHR_2,2022,year
MD0UIWO0,Schaden,PRA_2,E,
MD0UIWO0,Schaden,BILD,\FREILIEGENDE BEWEHRUNG.JPG,
MD0UIWO0,Schaden,KONT_JN,2,
MD0UIWO0,Schaden,NOT_KONST,0,
MD0UIWO0,Schaden,KONVERT,0,
MD0UIWO0,Schaden,SCHAD_ID,131,
MD0UIWO0,Schaden,AKTION,390011210000000,
MD0UIWO0,Schaden,BEARB_DAT,2019-11-12 11:07:26.000,dateTime
MD0UIWO0,Schaden,BEARBEITER,SIBUSER,text
MD0UIWO0,Schaden,BSP_ID,002-04,
MD0UIWO0,Schaden,PRUFJAHR_0,2013,year
MD0UIWO0,Schaden,PRA_0,H,
MD0UIWO0,Schaden,BAUTLGRUP,390021100000000,
MD0UIWO0,Schaden,DETAILKONT,0,
MB0OWR38,Schaden,ID_NR,B115    0,
MB0OWR38,Schaden,LFDNR,0,
MB0OWR38,Schaden,BAUTEIL,130011151450000,
MB0OWR38,Schaden,KONTEIL,0,
MB0OWR38,Schaden,ZWGRUPPE,130031100000000,
MB0OWR38,Schaden,SCHADEN,130046120000000,
MB0OWR38,Schaden,MENGE_ALL,130053300000000,
MB0OWR38,Schaden,MENGE_DI,0,
MB0OWR38,Schaden,UEBERBAU,130071000000000,
MB0OWR38,Schaden,FELD,0,
MB0OWR38,Schaden,LAENGS,0,
MB0OWR38,Schaden,QUER,130101100000000,
MB0OWR38,Schaden,HOCH,0,
MB0OWR38,Schaden,BEWERT_D,1,
MB0OWR38,Schaden,BEWERT_V,0,
MB0OWR38,Schaden,BEWERT_S,0,
MB0OWR38,Schaden,S_VERAEND,0,
MB0OWR38,Schaden,BEMERK1,0,text
MB0OWR38,Schaden,BEMERK2,0,text
MB0OWR38,Schaden,BEMERK3,0,text
MB0OWR38,Schaden,BEMERK4,0,text
MB0OWR38,Schaden,BEMERK5,0,text
MB0OWR38,Schaden,BEMERK6,0,text
MB0OWR38,Schaden,BWNR,B115,
MB0OWR38,Schaden,TEIL_BWNR,0,
MB0OWR38,Schaden,IBWNR,B115,
MB0OWR38,Schaden,IDENT,MB0OWR38,
MB0OWR38,Schaden,AMT,533,text
MB0OWR38,Schaden,PRUFJAHR_1,2019,year
MB0OWR38,Schaden,PRA_1,H,
MB0OWR38,Schaden,TEXT,Prüfung 2019H: Lokal sind nasse Stellen in der Fuge zwischen Gesimsuntersicht und Kragarm vorhanden,text
MB0OWR38,Schaden,PRUFJAHR_2,2022,year
MB0OWR38,Schaden,PRA_2,E,
MB0OWR38,Schaden,BILD,\DURCHFEUCHTUNG ZWISCHEN KRAGARM UND UNTERSEITE GESIMS.JPG,
MB0OWR38,Schaden,KONT_JN,2,
MB0OWR38,Schaden,NOT_KONST,0,
MB0OWR38,Schaden,KONVERT,0,
MB0OWR38,Schaden,SCHAD_ID,135,
MB0OWR38,Schaden,AKTION,390011210000000,
MB0OWR38,Schaden,BEARB_DAT,2019-11-06 11:37:17.999,dateTime
MB0OWR38,Schaden,BEARBEITER,SIBUSER,text
MB0OWR38,Schaden,BSP_ID,002-09,
MB0OWR38,Schaden,PRUFJAHR_0,2019,year
MB0OWR38,Schaden,PRA_0,H,
MB0OWR38,Schaden,BAUTLGRUP,390021100000000,
MB0OWR38,Schaden,DETAILKONT,0,
MB0P03TI,Schaden,ID_NR,B115    0,
MB0P03TI,Schaden,LFDNR,20,
MB0P03TI,Schaden,BAUTEIL,130011910000000,
MB0P03TI,Schaden,KONTEIL,130021528210000,
MB0P03TI,Schaden,ZWGRUPPE,0,
MB0P03TI,Schaden,SCHADEN,130043234200000,
MB0P03TI,Schaden,MENGE_ALL,130051700000000,
MB0P03TI,Schaden,MENGE_DI,130066100000000,
MB0P03TI,Schaden,MENGE_DI_M,     4,
MB0P03TI,Schaden,UEBERBAU,130071000000000,
MB0P03TI,Schaden,FELD,130083700000000,
MB0P03TI,Schaden,LAENGS,0,
MB0P03TI,Schaden,QUER,130101300000000,
MB0P03TI,Schaden,HOCH,130111220000000,
MB0P03TI,Schaden,BEWERT_D,1,
MB0P03TI,Schaden,BEWERT_V,0,
MB0P03TI,Schaden,BEWERT_S,0,
MB0P03TI,Schaden,S_VERAEND,0,
MB0P03TI,Schaden,BEMERK1,0,text
MB0P03TI,Schaden,BEMERK2,0,text
MB0P03TI,Schaden,BEMERK3,0,text
MB0P03TI,Schaden,BEMERK4,0,text
MB0P03TI,Schaden,BEMERK5,0,text
MB0P03TI,Schaden,BEMERK6,0,text
MB0P03TI,Schaden,BWNR,B115,
MB0P03TI,Schaden,TEIL_BWNR,0,
MB0P03TI,Schaden,IBWNR,B115,
MB0P03TI,Schaden,IDENT,MB0P03TI,
MB0P03TI,Schaden,AMT,533,text
MB0P03TI,Schaden,PRUFJAHR_1,2019,year
MB0P03TI,Schaden,PRA_1,H,
MB0P03TI,Schaden,TEXT, ,text
MB0P03TI,Schaden,PRUFJAHR_2,2022,year
MB0P03TI,Schaden,PRA_2,E,
MB0P03TI,Schaden,BILD,\ELASTOMERLAGER STARK VERFORMT.JPG,
MB0P03TI,Schaden,KONT_JN,2,
MB0P03TI,Schaden,NOT_KONST,0,
MB0P03TI,Schaden,KONVERT,0,
MB0P03TI,Schaden,SCHAD_ID,67,
MB0P03TI,Schaden,AKTION,390011210000000,
MB0P03TI,Schaden,BEARB_DAT,2019-11-06 11:39:55.000,dateTime
MB0P03TI,Schaden,BEARBEITER,SIBUSER,text
MB0P03TI,Schaden,BSP_ID,213-01,
MB0P03TI,Schaden,PRUFJAHR_0,0,year
MB0P03TI,Schaden,BAUTLGRUP,390022150000000,
MB0P03TI,Schaden,DETAILKONT,0,
4B0W1WY1,routing.csv,MIN_H_IN,0.0,
4B0W1WY1,routing.csv,MIN_H_GEG,0.0,
4B0W1WY1,routing.csv,UMF_SCHWER,0,
4B0W1WY1,routing.csv,UMF_OPNV,0,
4B0W1WY1,routing.csv,UMF_PKW,0,
4B0W1WY1,routing.csv,BWNR,B115,
4B0W1WY1,routing.csv,TEIL_BWNR,0,
4B0W1WY1,routing.csv,BEARB_DAT,2005-08-23 13:15:11.999,dateTime
4B0W1WY1,routing.csv,BEARBEITER,SWOLF,text
4B0W1WY1,routing.csv,AMT,533,text
4B0W1WY1,routing.csv,FAHR_GG,0,
4B0W1WY1,routing.csv,FAHR_IN,3,
4B0W1WY1,routing.csv,BAULAST,0,
4B0W1WY1,routing.csv,UI_PFL,0,
4B0W1WY1,routing.csv,ORTS_DF,0,
4B0W1WY1,routing.csv,ID_NR,B115    0,
4B0W1WY1,routing.csv,IDENT,4B0W1WY1,
4B0W1WY1,routing.csv,ABST_ACHS,0.0,
4B0W1WY1,routing.csv,REF_SACHV,4B0W1X9D,
4B0W1WY1,routing.csv,FHRBRT_IN,0.0,
4B0W1WY1,routing.csv,FHRBRT_GG,0.0,
4B0W1X02,Baustoff,BAUTEILNR,130011921000000,
4B0W1X02,Baustoff,HBST,320011200000000,
4B0W1X02,Baustoff,IS_HBST_UB,0,
4B0W1X02,Baustoff,FESTIGKEIT,320052150000000,
4B0W1X02,Baustoff,STAHLGUTE,0,
4B0W1X02,Baustoff,HOLZGUTE,0,
4B0W1X02,Baustoff,VERBIND_M,0,
4B0W1X02,Baustoff,ZEMENT,320022800000000,
4B0W1X02,Baustoff,ZEMENTGEHL,350,
4B0W1X02,Baustoff,ZUSCHLAG,Sand/Kies 0-32***,
4B0W1X02,Baustoff,OBERFL,320061000000000,
4B0W1X02,Baustoff,L_FIRMA,"Transport- und Frischbeton, Werk Aachen",
4B0W1X02,Baustoff,BETONSTAHL,320072320000000,
4B0W1X02,Baustoff,FERTIGT,320082000000000,
4B0W1X02,Baustoff,BWNR,B115,
4B0W1X02,Baustoff,TEIL_BWNR,0,
4B0W1X02,Baustoff,BAUST_NR,3,
4B0W1X02,Baustoff,BEARB_DAT,2018-01-31 09:15:28.999,dateTime
4B0W1X02,Baustoff,BEARBEITER,Holzbach,text
4B0W1X02,Baustoff,IDENT,4B0W1X02,
4B0W1X02,Baustoff,ID_KONST,0,
4B0W1X02,Baustoff,REF_BAUST,4B0W1XA2,
4B0W1X02,Baustoff,AMT,533,text
4B0W1X02,Baustoff,REF_BRUCKE,4B0W1X9V,
4B0W1X02,Baustoff,ID_NR,B115    0,
4B0W1X02,Baustoff,KONSISTENZ,0,
4B0W1X02,Baustoff,KORNGROES,320175000000000,
4B0W1X02,Baustoff,ZUG_FSTG_L,0,
4B0W1X02,Baustoff,ZUG_FSTG_Q,0,
4B0W1X02,Baustoff,ZUG_K_DH_L,0,
4B0W1X02,Baustoff,ZUG_K_DH_Q,0,
4B0W1X02,Baustoff,FL_MASSE,0,
4B0W1X02,Baustoff,GEOTX_R_KL,0,
4B0W1X02,Baustoff,WASS_DRCHL,0.0,
4B0W1X02,Baustoff,WASS_ABLT,0.0,
4B0W1X02,Baustoff,STMP_DKRFT,0,
4B0W1X02,Baustoff,OEFF_WEIT,0,double
4B0W1X02,Baustoff,ROHSTOFF,0,
4B0W1X02,Baustoff,D_SCHL_VRH,0,
4B0W1X02,Baustoff,DICKE_GWB,0,
4B0W1X02,Baustoff,SCHTZ_WRKS,0,
4B0W1X06,Baustoff,BAUTEILNR,130021631100000,
4B0W1X06,Baustoff,HBST,320012100000000,
4B0W1X06,Baustoff,IS_HBST_UB,0,
4B0W1X06,Baustoff,FESTIGKEIT,0,
4B0W1X06,Baustoff,STAHLGUTE,320122100000000,
4B0W1X06,Baustoff,HOLZGUTE,0,
4B0W1X06,Baustoff,VERBIND_M,320142000000000,
4B0W1X06,Baustoff,ZEMENT,0,
4B0W1X06,Baustoff,ZEMENTGEHL,0,
4B0W1X06,Baustoff,OBERFL,0,
4B0W1X06,Baustoff,BETONSTAHL,0,
4B0W1X06,Baustoff,FERTIGT,0,
4B0W1X06,Baustoff,BWNR,B115,
4B0W1X06,Baustoff,TEIL_BWNR,0,
4B0W1X06,Baustoff,BAUST_NR,1,
4B0W1X06,Baustoff,BEARB_DAT,2005-08-23 13:31:23.999,dateTime
4B0W1X06,Baustoff,BEARBEITER,SWOLF,text
4B0W1X06,Baustoff,IDENT,4B0W1X06,
4B0W1X06,Baustoff,ID_KONST,0,
4B0W1X06,Baustoff,REF_BAUST,4B0W1XA6,
4B0W1X06,Baustoff,AMT,533,text
4B0W1X06,Baustoff,REF_UBGKON,4B0W1X9K,
4B0W1X06,Baustoff,ID_NR,B115    0,
4B0W1X06,Baustoff,KONSISTENZ,0,
4B0W1X06,Baustoff,KORNGROES,0,
4B0W1X06,Baustoff,ZUG_FSTG_L,0,
4B0W1X06,Baustoff,ZUG_FSTG_Q,0,
4B0W1X06,Baustoff,ZUG_K_DH_L,0,
4B0W1X06,Baustoff,ZUG_K_DH_Q,0,
4B0W1X06,Baustoff,FL_MASSE,0,
4B0W1X06,Baustoff,GEOTX_R_KL,0,
4B0W1X06,Baustoff,WASS_DRCHL,0.0,
4B0W1X06,Baustoff,WASS_ABLT,0.0,
4B0W1X06,Baustoff,STMP_DKRFT,0,
4B0W1X06,Baustoff,OEFF_WEIT,0,double
4B0W1X06,Baustoff,ROHSTOFF,0,
4B0W1X06,Baustoff,D_SCHL_VRH,0,
4B0W1X06,Baustoff,DICKE_GWB,0,
4B0W1X06,Baustoff,SCHTZ_WRKS,0,
4D0GGSKE,Baustoff,BAUTEILNR,130021210000000,
4D0GGSKE,Baustoff,HBST,320011100000000,
4D0GGSKE,Baustoff,IS_HBST_UB,0,
4D0GGSKE,Baustoff,FESTIGKEIT,320052130000000,
4D0GGSKE,Baustoff,STAHLGUTE,0,
4D0GGSKE,Baustoff,HOLZGUTE,0,
4D0GGSKE,Baustoff,VERBIND_M,0,
4D0GGSKE,Baustoff,ZEMENT,320022800000000,
4D0GGSKE,Baustoff,ZEMENTGEHL,250,
4D0GGSKE,Baustoff,OBERFL,320066000000000,
4D0GGSKE,Baustoff,L_FIRMA,"Transport- und Frischbeton GmbH+Co. KG, Aachen",
4D0GGSKE,Baustoff,BETONSTAHL,0,
4D0GGSKE,Baustoff,FERTIGT,320082000000000,
4D0GGSKE,Baustoff,BEMERKUNG,Sauberkeitsschicht***,text
4D0GGSKE,Baustoff,BWNR,B115,
4D0GGSKE,Baustoff,TEIL_BWNR,0,
4D0GGSKE,Baustoff,BAUST_NR,1,
4D0GGSKE,Baustoff,BEARB_DAT,2018-01-31 07:42:13.000,dateTime
4D0GGSKE,Baustoff,BEARBEITER,Holzbach,text
4D0GGSKE,Baustoff,IDENT,4D0GGSKE,
4D0GGSKE,Baustoff,ID_KONST,0,
4D0GGSKE,Baustoff,REF_BAUST,4D0GGSKF,
4D0GGSKE,Baustoff,AMT,533,text
4D0GGSKE,Baustoff,REF_GRUND,4B0W1X9M,
4D0GGSKE,Baustoff,ID_NR,B115    0,
4D0GGSKE,Baustoff,KONSISTENZ,0,
4D0GGSKE,Baustoff,KORNGROES,0,
4D0GGSKE,Baustoff,ZUG_FSTG_L,0,
4D0GGSKE,Baustoff,ZUG_FSTG_Q,0,
4D0GGSKE,Baustoff,ZUG_K_DH_L,0,
4D0GGSKE,Baustoff,ZUG_K_DH_Q,0,
4D0GGSKE,Baustoff,FL_MASSE,0,
4D0GGSKE,Baustoff,GEOTX_R_KL,0,
4D0GGSKE,Baustoff,WASS_DRCHL,0.0,
4D0GGSKE,Baustoff,WASS_ABLT,0.0,
4D0GGSKE,Baustoff,STMP_DKRFT,0,
4D0GGSKE,Baustoff,OEFF_WEIT,0,double
4D0GGSKE,Baustoff,ROHSTOFF,0,
4D0GGSKE,Baustoff,D_SCHL_VRH,0,
4D0GGSKE,Baustoff,DICKE_GWB,0,
4D0GGSKE,Baustoff,SCHTZ_WRKS,0,
4D0H3D4F,Baustoff,BAUTEILNR,130021800000000,
4D0H3D4F,Baustoff,HBST,320011200000000,
4D0H3D4F,Baustoff,IS_HBST_UB,0,
4D0H3D4F,Baustoff,FESTIGKEIT,320052150000000,
4D0H3D4F,Baustoff,STAHLGUTE,0,
4D0H3D4F,Baustoff,HOLZGUTE,0,
4D0H3D4F,Baustoff,VERBIND_M,0,
4D0H3D4F,Baustoff,ZEMENT,320022100000000,
4D0H3D4F,Baustoff,ZEMENTGEHL,330,
4D0H3D4F,Baustoff,BETONZUS,"Dichtmittel ""DM""***",
4D0H3D4F,Baustoff,OBERFL,320061000000000,
4D0H3D4F,Baustoff,L_FIRMA,"Transport- und Frischbeton GmbH und Co. KG, Werk Aachen",
4D0H3D4F,Baustoff,BETONSTAHL,320072320000000,
4D0H3D4F,Baustoff,FERTIGT,320082000000000,
4D0H3D4F,Baustoff,BWNR,B115,
4D0H3D4F,Baustoff,TEIL_BWNR,0,
4D0H3D4F,Baustoff,BAUST_NR,1,
4D0H3D4F,Baustoff,BEARB_DAT,2018-01-31 07:58:30.000,dateTime
4D0H3D4F,Baustoff,BEARBEITER,Holzbach,text
4D0H3D4F,Baustoff,IDENT,4D0H3D4F,
4D0H3D4F,Baustoff,ID_KONST,0,
4D0H3D4F,Baustoff,REF_BAUST,4D0H3D4E,
4D0H3D4F,Baustoff,AMT,533,text
4D0H3D4F,Baustoff,REF_KAPPEN,4D0H3CP5,
4D0H3D4F,Baustoff,ID_NR,B115    0,
4D0H3D4F,Baustoff,KONSISTENZ,0,
4D0H3D4F,Baustoff,KORNGROES,0,
4D0H3D4F,Baustoff,ZUG_FSTG_L,0,
4D0H3D4F,Baustoff,ZUG_FSTG_Q,0,
4D0H3D4F,Baustoff,ZUG_K_DH_L,0,
4D0H3D4F,Baustoff,ZUG_K_DH_Q,0,
4D0H3D4F,Baustoff,FL_MASSE,0,
4D0H3D4F,Baustoff,GEOTX_R_KL,0,
4D0H3D4F,Baustoff,WASS_DRCHL,0.0,
4D0H3D4F,Baustoff,WASS_ABLT,0.0,
4D0H3D4F,Baustoff,STMP_DKRFT,0,
4D0H3D4F,Baustoff,OEFF_WEIT,0,double
4D0H3D4F,Baustoff,ROHSTOFF,0,
4D0H3D4F,Baustoff,D_SCHL_VRH,0,
4D0H3D4F,Baustoff,DICKE_GWB,0,
4D0H3D4F,Baustoff,SCHTZ_WRKS,0,
4D0H46AF,Baustoff,BAUTEILNR,130021800000000,
4D0H46AF,Baustoff,HBST,320011200000000,
4D0H46AF,Baustoff,IS_HBST_UB,0,
4D0H46AF,Baustoff,FESTIGKEIT,320052150000000,
4D0H46AF,Baustoff,STAHLGUTE,0,
4D0H46AF,Baustoff,HOLZGUTE,0,
4D0H46AF,Baustoff,VERBIND_M,0,
4D0H46AF,Baustoff,ZEMENT,320022100000000,
4D0H46AF,Baustoff,ZEMENTGEHL,330,
4D0H46AF,Baustoff,BETONZUS,"Dichtmittel ""DM""***",
4D0H46AF,Baustoff,OBERFL,320061000000000,
4D0H46AF,Baustoff,L_FIRMA,"Transport- und Frischbeton GmbH und Co. KG, Werk Aachen",
4D0H46AF,Baustoff,BETONSTAHL,320072320000000,
4D0H46AF,Baustoff,FERTIGT,320082000000000,
4D0H46AF,Baustoff,BWNR,B115,
4D0H46AF,Baustoff,TEIL_BWNR,0,
4D0H46AF,Baustoff,BAUST_NR,1,
4D0H46AF,Baustoff,BEARB_DAT,2018-01-31 07:59:08.000,dateTime
4D0H46AF,Baustoff,BEARBEITER,Holzbach,text
4D0H46AF,Baustoff,IDENT,4D0H46AF,
4D0H46AF,Baustoff,ID_KONST,0,
4D0H46AF,Baustoff,REF_BAUST,4D0H46AE,
4D0H46AF,Baustoff,AMT,533,text
4D0H46AF,Baustoff,REF_KAPPEN,4D0H45VF,
4D0H46AF,Baustoff,ID_NR,B115    0,
4D0H46AF,Baustoff,KONSISTENZ,0,
4D0H46AF,Baustoff,KORNGROES,0,
4D0H46AF,Baustoff,ZUG_FSTG_L,0,
4D0H46AF,Baustoff,ZUG_FSTG_Q,0,
4D0H46AF,Baustoff,ZUG_K_DH_L,0,
4D0H46AF,Baustoff,ZUG_K_DH_Q,0,
4D0H46AF,Baustoff,FL_MASSE,0,
4D0H46AF,Baustoff,GEOTX_R_KL,0,
4D0H46AF,Baustoff,WASS_DRCHL,0.0,
4D0H46AF,Baustoff,WASS_ABLT,0.0,
4D0H46AF,Baustoff,STMP_DKRFT,0,
4D0H46AF,Baustoff,OEFF_WEIT,0,double
4D0H46AF,Baustoff,ROHSTOFF,0,
4D0H46AF,Baustoff,D_SCHL_VRH,0,
4D0H46AF,Baustoff,DICKE_GWB,0,
4D0H46AF,Baustoff,SCHTZ_WRKS,0,
4B0W1X05,Baustoff,BAUTEILNR,130022121110000,
4B0W1X05,Baustoff,HBST,320012210000000,
4B0W1X05,Baustoff,IS_HBST_UB,0,
4B0W1X05,Baustoff,FESTIGKEIT,0,
4B0W1X05,Baustoff,STAHLGUTE,0,
4B0W1X05,Baustoff,HOLZGUTE,0,
4B0W1X05,Baustoff,VERBIND_M,0,
4B0W1X05,Baustoff,ZEMENT,0,
4B0W1X05,Baustoff,ZEMENTGEHL,0,
4B0W1X05,Baustoff,OBERFL,0,
4B0W1X05,Baustoff,L_FIRMA,"Alutam, Main",
4B0W1X05,Baustoff,BETONSTAHL,0,
4B0W1X05,Baustoff,FERTIGT,0,
4B0W1X05,Baustoff,BEMERKUNG,"System ""Lermer""***",text
4B0W1X05,Baustoff,BWNR,B115,
4B0W1X05,Baustoff,TEIL_BWNR,0,
4B0W1X05,Baustoff,BAUST_NR,1,
4B0W1X05,Baustoff,BEARB_DAT,2002-08-27 07:56:09.000,dateTime
4B0W1X05,Baustoff,BEARBEITER,CODEKERK,text
4B0W1X05,Baustoff,IDENT,4B0W1X05,
4B0W1X05,Baustoff,ID_KONST,0,
4B0W1X05,Baustoff,REF_BAUST,4B0W1XA5,
4B0W1X05,Baustoff,AMT,533,text
4B0W1X05,Baustoff,REF_SCHUTZ,4B0W1X9L,
4B0W1X05,Baustoff,ID_NR,B115    0,
4B0W1X05,Baustoff,KONSISTENZ,0,
4B0W1X05,Baustoff,KORNGROES,0,
4B0W1X05,Baustoff,ZUG_FSTG_L,0,
4B0W1X05,Baustoff,ZUG_FSTG_Q,0,
4B0W1X05,Baustoff,ZUG_K_DH_L,0,
4B0W1X05,Baustoff,ZUG_K_DH_Q,0,
4B0W1X05,Baustoff,FL_MASSE,0,
4B0W1X05,Baustoff,GEOTX_R_KL,0,
4B0W1X05,Baustoff,WASS_DRCHL,0.0,
4B0W1X05,Baustoff,WASS_ABLT,0.0,
4B0W1X05,Baustoff,STMP_DKRFT,0,
4B0W1X05,Baustoff,OEFF_WEIT,0,double
4B0W1X05,Baustoff,ROHSTOFF,0,
4B0W1X05,Baustoff,D_SCHL_VRH,0,
4B0W1X05,Baustoff,DICKE_GWB,0,
4B0W1X05,Baustoff,SCHTZ_WRKS,0,
4B0W1X01,Baustoff,BAUTEILNR,130011900000000,
4B0W1X01,Baustoff,HBST,320011200000000,
4B0W1X01,Baustoff,IS_HBST_UB,0,
4B0W1X01,Baustoff,FESTIGKEIT,320052140000000,
4B0W1X01,Baustoff,STAHLGUTE,0,
4B0W1X01,Baustoff,HOLZGUTE,0,
4B0W1X01,Baustoff,VERBIND_M,0,
4B0W1X01,Baustoff,ZEMENT,320022800000000,
4B0W1X01,Baustoff,ZEMENTGEHL,350,
4B0W1X01,Baustoff,ZUSCHLAG,Sand/Kies 0-32***,
4B0W1X01,Baustoff,OBERFL,320061000000000,
4B0W1X01,Baustoff,L_FIRMA,"Transport- und Frischbeton, Werk Aachen",
4B0W1X01,Baustoff,BETONSTAHL,320072320000000,
4B0W1X01,Baustoff,FERTIGT,320082000000000,
4B0W1X01,Baustoff,BEMERKUNG,Widerlager-Auflagerbänke-Flügel***,text
4B0W1X01,Baustoff,BWNR,B115,
4B0W1X01,Baustoff,TEIL_BWNR,0,
4B0W1X01,Baustoff,BAUST_NR,2,
4B0W1X01,Baustoff,BEARB_DAT,2018-01-31 09:15:07.999,dateTime
4B0W1X01,Baustoff,BEARBEITER,Holzbach,text
4B0W1X01,Baustoff,IDENT,4B0W1X01,
4B0W1X01,Baustoff,ID_KONST,0,
4B0W1X01,Baustoff,REF_BAUST,4B0W1XA1,
4B0W1X01,Baustoff,AMT,533,text
4B0W1X01,Baustoff,REF_BRUCKE,4B0W1X9V,
4B0W1X01,Baustoff,ID_NR,B115    0,
4B0W1X01,Baustoff,KONSISTENZ,0,
4B0W1X01,Baustoff,KORNGROES,320175000000000,
4B0W1X01,Baustoff,ZUG_FSTG_L,0,
4B0W1X01,Baustoff,ZUG_FSTG_Q,0,
4B0W1X01,Baustoff,ZUG_K_DH_L,0,
4B0W1X01,Baustoff,ZUG_K_DH_Q,0,
4B0W1X01,Baustoff,FL_MASSE,0,
4B0W1X01,Baustoff,GEOTX_R_KL,0,
4B0W1X01,Baustoff,WASS_DRCHL,0.0,
4B0W1X01,Baustoff,WASS_ABLT,0.0,
4B0W1X01,Baustoff,STMP_DKRFT,0,
4B0W1X01,Baustoff,OEFF_WEIT,0,double
4B0W1X01,Baustoff,ROHSTOFF,0,
4B0W1X01,Baustoff,D_SCHL_VRH,0,
4B0W1X01,Baustoff,DICKE_GWB,0,
4B0W1X01,Baustoff,SCHTZ_WRKS,0,
4B0W1X04,Baustoff,BAUTEILNR,130021800000000,
4B0W1X04,Baustoff,HBST,320011200000000,
4B0W1X04,Baustoff,IS_HBST_UB,0,
4B0W1X04,Baustoff,FESTIGKEIT,320052150000000,
4B0W1X04,Baustoff,STAHLGUTE,0,
4B0W1X04,Baustoff,HOLZGUTE,0,
4B0W1X04,Baustoff,VERBIND_M,0,
4B0W1X04,Baustoff,ZEMENT,320022100000000,
4B0W1X04,Baustoff,ZEMENTGEHL,330,
4B0W1X04,Baustoff,BETONZUS,"Dichtmittel ""DM""***",
4B0W1X04,Baustoff,OBERFL,320061000000000,
4B0W1X04,Baustoff,L_FIRMA,"Transport- und Frischbeton GmbH und Co. KG, Werk Aachen",
4B0W1X04,Baustoff,BETONSTAHL,320072320000000,
4B0W1X04,Baustoff,FERTIGT,320082000000000,
4B0W1X04,Baustoff,BWNR,B115,
4B0W1X04,Baustoff,TEIL_BWNR,0,
4B0W1X04,Baustoff,BAUST_NR,1,
4B0W1X04,Baustoff,BEARB_DAT,2018-01-31 07:58:20.999,dateTime
4B0W1X04,Baustoff,BEARBEITER,Holzbach,text
4B0W1X04,Baustoff,IDENT,4B0W1X04,
4B0W1X04,Baustoff,ID_KONST,0,
4B0W1X04,Baustoff,REF_BAUST,4B0W1XA4,
4B0W1X04,Baustoff,AMT,533,text
4B0W1X04,Baustoff,REF_KAPPEN,4B0W1X9N,
4B0W1X04,Baustoff,ID_NR,B115    0,
4B0W1X04,Baustoff,KONSISTENZ,0,
4B0W1X04,Baustoff,KORNGROES,0,
4B0W1X04,Baustoff,ZUG_FSTG_L,0,
4B0W1X04,Baustoff,ZUG_FSTG_Q,0,
4B0W1X04,Baustoff,ZUG_K_DH_L,0,
4B0W1X04,Baustoff,ZUG_K_DH_Q,0,
4B0W1X04,Baustoff,FL_MASSE,0,
4B0W1X04,Baustoff,GEOTX_R_KL,0,
4B0W1X04,Baustoff,WASS_DRCHL,0.0,
4B0W1X04,Baustoff,WASS_ABLT,0.0,
4B0W1X04,Baustoff,STMP_DKRFT,0,
4B0W1X04,Baustoff,OEFF_WEIT,0,double
4B0W1X04,Baustoff,ROHSTOFF,0,
4B0W1X04,Baustoff,D_SCHL_VRH,0,
4B0W1X04,Baustoff,DICKE_GWB,0,
4B0W1X04,Baustoff,SCHTZ_WRKS,0,
4B0W1X03,Baustoff,BAUTEILNR,130021210000000,
4B0W1X03,Baustoff,HBST,320011200000000,
4B0W1X03,Baustoff,IS_HBST_UB,0,
4B0W1X03,Baustoff,FESTIGKEIT,320052140000000,
4B0W1X03,Baustoff,STAHLGUTE,0,
4B0W1X03,Baustoff,HOLZGUTE,0,
4B0W1X03,Baustoff,VERBIND_M,0,
4B0W1X03,Baustoff,ZEMENT,320022800000000,
4B0W1X03,Baustoff,ZEMENTGEHL,300,
4B0W1X03,Baustoff,ZUSCHLAG,Sand/Kies 0-32***,
4B0W1X03,Baustoff,OBERFL,320066000000000,
4B0W1X03,Baustoff,L_FIRMA,"Transport- und Frischbeton GmbH+Co. KG, Aachen",
4B0W1X03,Baustoff,BETONSTAHL,320072320000000,
4B0W1X03,Baustoff,FERTIGT,320082000000000,
4B0W1X03,Baustoff,BWNR,B115,
4B0W1X03,Baustoff,TEIL_BWNR,0,
4B0W1X03,Baustoff,BAUST_NR,1,
4B0W1X03,Baustoff,BEARB_DAT,2018-01-31 07:42:22.999,dateTime
4B0W1X03,Baustoff,BEARBEITER,Holzbach,text
4B0W1X03,Baustoff,IDENT,4B0W1X03,
4B0W1X03,Baustoff,ID_KONST,0,
4B0W1X03,Baustoff,REF_BAUST,4B0W1XA3,
4B0W1X03,Baustoff,AMT,533,text
4B0W1X03,Baustoff,REF_GRUND,4B0W1X9M,
